Designator,Footprint,Quantity,Value,LCSC Part #
"SW1, SW10, SW11, SW12, SW13, SW14, SW15, SW16, SW17, SW18, SW19, SW2, SW20, SW21, SW22, SW23, SW24, SW25, SW26, SW27, SW28, SW29, SW3, SW30, SW31, SW32, SW33, SW34, SW35, SW36, SW37, SW38, SW39, SW4, SW40, SW41, SW42, SW44, SW45, SW46, SW47, SW48, SW5, SW50, SW51, SW52, SW53, SW54, SW57, SW58, SW59, SW6, SW63, SW7, SW8, SW9","SW_MX_Plate_Placeholder_nodrill_NOBORDER_13,9",56,PG151101S11,C2803348
